direction_type,layer,seed,alpha,split,pair_id,country,correct_capital,false_capital,correct_total_logprob,false_total_logprob,correct_avg_token_logprob,false_avg_token_logprob,correct_completion_tokens,false_completion_tokens,total_margin,avg_token_margin,baseline_total_margin,baseline_avg_token_margin,delta_total_margin,observed_delta_avg_token_margin,prefers_correct_total,prefers_correct_avg_token,layer_projection,seed_projection,correct_capital_projection,false_capital_projection,correct_completion_tokens_projection,false_completion_tokens_projection,correct_unembedding_projection_avg,false_unembedding_projection_avg,unembedding_projection_margin,projection_note,predicted_delta_avg_token_margin,projection_residual_observed_minus_predicted
learned_probe,6,42,0.0,train,balanced_capital_portugal_netherlands,Portugal,Lisbon,Amsterdam,-5.803012847900391,-8.095747947692871,-5.803012847900391,-8.095747947692871,1,1,2.2927350997924805,2.2927350997924805,2.2927350997924805,2.2927350997924805,0.0,0.0,1,1,6,42,Lisbon,Amsterdam,1,1,0.015380039811134338,-0.027960505336523056,0.043340545147657394,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,test,balanced_capital_russia_ukraine,Russia,Moscow,Kyiv,-5.2736124992370605,-9.461341179907322,-5.2736124992370605,-4.730670589953661,1,2,4.187728680670261,-0.5429419092833996,4.187728680670261,-0.5429419092833996,0.0,0.0,1,0,6,42,Moscow,Kyiv,1,2,-0.04972970858216286,0.0939696729183197,-0.14369938150048256,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_ecuador_saudi_arabia,Saudi Arabia,Riyadh,Quito,-7.438835144042969,-15.36753511428833,-7.438835144042969,-7.683767557144165,1,2,7.928699970245361,0.2449324131011963,7.928699970245361,0.2449324131011963,0.0,0.0,1,1,6,42,Riyadh,Quito,1,2,0.16800788044929504,-0.3068864345550537,0.47489431500434875,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_singapore_philippines,Singapore,Singapore,Manila,-5.444190979003906,-7.805824279785156,-5.444190979003906,-7.805824279785156,1,1,2.36163330078125,2.36163330078125,2.36163330078125,2.36163330078125,0.0,0.0,1,1,6,42,Singapore,Manila,1,1,0.04525984078645706,0.14137046039104462,-0.09611061960458755,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_ghana_south_africa,South Africa,Pretoria,Accra,-11.767060727870556,-12.604731284081936,-5.883530363935279,-6.302365642040968,2,2,0.8376705562113784,0.4188352781056892,0.8376705562113784,0.4188352781056892,0.0,0.0,1,1,6,42,Pretoria,Accra,2,2,-0.0023835673928260803,0.04747354984283447,-0.04985711723566055,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_japan_south_korea,South Korea,Seoul,Tokyo,-6.416394233703613,-7.659003257751465,-6.416394233703613,-7.659003257751465,1,1,1.2426090240478516,1.2426090240478516,1.2426090240478516,1.2426090240478516,0.0,0.0,1,1,6,42,Seoul,Tokyo,1,1,0.10782988369464874,0.1069990023970604,0.0008308812975883484,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_italy_spain,Spain,Madrid,Rome,-4.327966690063477,-6.262036323547363,-4.327966690063477,-6.262036323547363,1,1,1.9340696334838867,1.9340696334838867,1.9340696334838867,1.9340696334838867,0.0,0.0,1,1,6,42,Madrid,Rome,1,1,0.0955004096031189,-0.21196402609348297,0.30746443569660187,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_bangladesh_sri_lanka,Sri Lanka,Sri Jayawardenepura Kotte,Dhaka,-49.084778904914856,-8.7577995210886,-6.135597363114357,-4.3788997605443,8,2,-40.326979383826256,-1.756697602570057,-40.326979383826256,-1.756697602570057,0.0,0.0,0,0,6,42,Sri Jayawardenepura Kotte,Dhaka,8,2,-0.04192403331398964,-0.004575839266180992,-0.03734819404780865,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_sweden_finland,Sweden,Stockholm,Helsinki,-7.845137596130371,-9.687925338745115,-7.845137596130371,-9.687925338745115,1,1,1.842787742614746,1.842787742614746,1.842787742614746,1.842787742614746,0.0,0.0,1,1,6,42,Stockholm,Helsinki,1,1,0.05422498658299446,0.06610170751810074,-0.011876720935106277,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,0.0,test,balanced_capital_switzerland_poland,Switzerland,Bern,Warsaw,-11.112585067749023,-9.525762557983398,-11.112585067749023,-9.525762557983398,1,1,-1.586822509765625,-1.586822509765625,-1.586822509765625,-1.586822509765625,0.0,0.0,0,0,6,42,Bern,Warsaw,1,1,0.09488821774721146,-0.08126304298639297,0.17615126073360443,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_thailand_vietnam,Thailand,Bangkok,Hanoi,-5.806757926940918,-8.002756375382887,-5.806757926940918,-2.6675854584609624,1,3,2.195998448441969,-3.139172468479956,2.195998448441969,-3.139172468479956,0.0,0.0,1,0,6,42,Bangkok,Hanoi,1,3,0.01899181492626667,-0.03255783021450043,0.0515496451407671,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_turkey_egypt,Turkey,Ankara,Cairo,-6.191247940063477,-9.399454116821287,-6.191247940063477,-9.399454116821287,1,1,3.2082061767578125,3.2082061767578125,3.2082061767578125,3.2082061767578125,0.0,0.0,1,1,6,42,Ankara,Cairo,1,1,-0.013316430151462555,-0.0544344037771225,0.04111797362565994,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,test,balanced_capital_russia_ukraine,Ukraine,Kyiv,Moscow,-7.813815605128184,-6.338794708251953,-3.906907802564092,-6.338794708251953,2,1,-1.4750208968762308,2.431886905687861,-1.4750208968762308,2.431886905687861,0.0,0.0,0,1,6,42,Kyiv,Moscow,2,1,0.0939696729183197,-0.04972970858216286,0.14369938150048256,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,test,balanced_capital_united_kingdom_iceland,United Kingdom,London,Reykjavik,-5.802556037902832,-12.840626277728006,-5.802556037902832,-3.2101565694320016,1,4,7.038070239825174,-2.5923994684708305,7.038070239825174,-2.5923994684708305,0.0,0.0,1,0,6,42,London,Reykjavik,1,4,-0.059295766055583954,0.14481671154499054,-0.2041124776005745,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_canada_united_states,United States,"Washington, D.C.",Ottawa,-8.771378128614742,-9.938730239868164,-1.4618963547691235,-9.938730239868164,6,1,1.1673521112534218,8.47683388509904,1.1673521112534218,8.47683388509904,0.0,0.0,1,1,6,42,"Washington, D.C.",Ottawa,6,1,-0.10536632686853409,-0.06606627255678177,-0.03930005431175232,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_venezuela_uruguay,Uruguay,Montevideo,Caracas,-8.382309125736356,-11.204324185848236,-4.191154562868178,-5.602162092924118,2,2,2.8220150601118803,1.4110075300559402,2.8220150601118803,1.4110075300559402,0.0,0.0,1,1,6,42,Montevideo,Caracas,2,2,-0.06766501069068909,0.13070909678936005,-0.19837410748004913,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_venezuela_uruguay,Venezuela,Caracas,Montevideo,-10.12153739342466,-12.02386861294508,-5.06076869671233,-6.01193430647254,2,2,1.90233121952042,0.95116560976021,1.90233121952042,0.95116560976021,0.0,0.0,1,1,6,42,Caracas,Montevideo,2,2,0.13070909678936005,-0.06766501069068909,0.19837410748004913,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0,0.0
learned_probe,6,42,0.0,train,balanced_capital_thailand_vietnam,Vietnam,Hanoi,Bangkok,-6.906605219177436,-8.50387191772461,-2.302201739725812,-8.50387191772461,3,1,1.5972666985471733,6.201670177998798,1.5972666985471733,6.201670177998798,0.0,0.0,1,1,6,42,Hanoi,Bangkok,3,1,-0.03255783021450043,0.01899181492626667,-0.0515496451407671,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0,0.0
learned_probe,6,42,1.0,train,balanced_capital_afghanistan_kazakhstan,Afghanistan,Kabul,Astana,-6.409977912902832,-12.425948053598404,-6.409977912902832,-6.212974026799202,1,2,6.015970140695572,-0.19700388610363,6.006590932607651,-0.2402691394090652,0.0093792080879211,0.0432652533054351,1,0,6,42,Kabul,Astana,1,2,0.07484317570924759,0.07047523558139801,0.004367940127849579,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.004367940127849579,0.03889731317758552
learned_probe,6,42,1.0,train,balanced_capital_argentina_chile,Argentina,Buenos Aires,Santiago,-7.9374940362686175,-9.04612636566162,-3.9687470181343087,-9.04612636566162,2,1,1.1086323293930036,5.077379347527312,1.1001604829216376,5.134070815343875,0.008471846471366,-0.056691467816563,1,1,6,42,Buenos Aires,Santiago,2,1,-0.13441938161849976,-0.07415501773357391,-0.06026436388492584,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.06026436388492584,0.003572896068362842
learned_probe,6,42,1.0,train,balanced_capital_australia_new_zealand,Australia,Canberra,Wellington,-6.926209449768066,-9.815093040466309,-6.926209449768066,-9.815093040466309,1,1,2.888883590698242,2.888883590698242,2.878046989440918,2.878046989440918,0.0108366012573242,0.0108366012573242,1,1,6,42,Canberra,Wellington,1,1,-0.14484786987304688,0.05707215890288353,-0.2019200287759304,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.2019200287759304,0.2127566300332546
learned_probe,6,42,1.0,test,balanced_capital_belgium_austria,Austria,Vienna,Brussels,-7.557055473327637,-9.399760246276855,-7.557055473327637,-9.399760246276855,1,1,1.8427047729492188,1.8427047729492188,1.782949447631836,1.782949447631836,0.0597553253173828,0.0597553253173828,1,1,6,42,Vienna,Brussels,1,1,-0.26365992426872253,0.12187276780605316,-0.3855326920747757,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.3855326920747757,0.4452880173921585
learned_probe,6,42,1.0,train,balanced_capital_bangladesh_sri_lanka,Bangladesh,Dhaka,Sri Jayawardenepura Kotte,-7.434449495747685,-55.52939820289612,-3.7172247478738423,-6.941174775362015,2,8,48.09494870714843,3.223950027488172,48.05882155895233,3.1750001907348637,0.0361271481961011,0.0489498367533087,1,1,6,42,Dhaka,Sri Jayawardenepura Kotte,2,8,-0.004575839266180992,-0.04192403331398964,0.03734819404780865,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.03734819404780865,0.01160164270550005
learned_probe,6,42,1.0,test,balanced_capital_belgium_austria,Belgium,Brussels,Vienna,-6.778496742248535,-9.718689918518066,-6.778496742248535,-9.718689918518066,1,1,2.9401931762695312,2.9401931762695312,2.8982043266296387,2.8982043266296387,0.0419888496398925,0.0419888496398925,1,1,6,42,Brussels,Vienna,1,1,0.12187276780605316,-0.26365992426872253,0.3855326920747757,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.3855326920747757,-0.3435438424348832
learned_probe,6,42,1.0,test,balanced_capital_paraguay_bolivia,Bolivia,Sucre,Asuncion,-16.323483109474182,-12.928635211661458,-8.161741554737091,-4.30954507055382,2,3,-3.394847897812724,-3.852196484183272,-3.4206997007131577,-3.8808053086201353,0.0258518029004335,0.0286088244368638,0,0,6,42,Sucre,Asuncion,2,3,-0.1042092889547348,-0.07197905331850052,-0.03223023563623428,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.03223023563623428,0.060839060073098084
learned_probe,6,42,1.0,train,balanced_capital_mexico_brazil,Brazil,Brasilia,Mexico City,-8.27470862865448,-8.117861092090607,-4.13735431432724,-4.058930546045303,2,2,-0.1568475365638733,-0.0784237682819366,-0.264525443315506,-0.132262721657753,0.1076779067516326,0.0538389533758163,0,0,6,42,Brasilia,Mexico City,2,2,-0.012044480070471764,0.08359157294034958,-0.09563605301082134,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.09563605301082134,0.14947500638663763
learned_probe,6,42,1.0,test,balanced_capital_myanmar_cambodia,Cambodia,Phnom Penh,Naypyidaw,-8.338210210000398,-19.049039661884308,-2.0845525525000994,-4.762259915471077,4,4,10.71082945188391,2.6777073629709776,10.56414359851624,2.64103589962906,0.1466858533676713,0.0366714633419178,1,1,6,42,Phnom Penh,Naypyidaw,4,4,-0.15999746322631836,0.019450336694717407,-0.17944779992103577,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.17944779992103577,0.21611926326295355
learned_probe,6,42,1.0,train,balanced_capital_canada_united_states,Canada,Ottawa,"Washington, D.C.",-7.371059417724609,-11.339211076148786,-7.371059417724609,-1.8898685126914645,1,6,3.968151658424176,-5.481190905033145,3.935151319834404,-5.560868147159151,0.0330003385897725,0.0796772421260056,1,0,6,42,Ottawa,"Washington, D.C.",1,6,-0.06606627255678177,-0.10536632686853409,0.03930005431175232,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.03930005431175232,0.040377187814253285
learned_probe,6,42,1.0,train,balanced_capital_argentina_chile,Chile,Santiago,Buenos Aires,-7.089293003082275,-10.184885595284868,-7.089293003082275,-5.092442797642434,1,2,3.0955925922025926,-1.9968502054398412,3.045363406825345,-2.0896792508719955,0.0502291853772476,0.092829045432154,1,0,6,42,Santiago,Buenos Aires,1,2,-0.07415501773357391,-0.13441938161849976,0.06026436388492584,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.06026436388492584,0.032564681547228164
learned_probe,6,42,1.0,train,balanced_capital_india_china,China,Beijing,New Delhi,-5.50897216796875,-9.814229011535645,-5.50897216796875,-4.907114505767822,1,2,4.305256843566895,-0.6018576622009277,4.296520829200745,-0.6406132578849792,0.0087360143661499,0.0387555956840515,1,0,6,42,Beijing,New Delhi,1,2,0.08028274029493332,0.06987158209085464,0.010411158204078674,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.010411158204078674,0.028344437479972825
learned_probe,6,42,1.0,train,balanced_capital_peru_colombia,Colombia,Bogota,Lima,-8.101023733615875,-10.020230293273926,-4.050511866807938,-10.020230293273926,2,1,1.9192065596580503,5.969718426465988,1.922819435596466,6.025513797998428,-0.0036128759384155,-0.0557953715324401,1,1,6,42,Bogota,Lima,2,1,-0.14883694052696228,-0.11305876076221466,-0.03577817976474762,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.03577817976474762,-0.020017191767692483
learned_probe,6,42,1.0,test,balanced_capital_costa_rica_panama,Costa Rica,San Jose,Panama City,-10.081552982330322,-9.32710862159729,-5.040776491165161,-4.663554310798645,2,2,-0.7544443607330322,-0.3772221803665161,-0.7697433233261108,-0.3848716616630554,0.0152989625930786,0.0076494812965393,0,0,6,42,San Jose,Panama City,2,2,-0.01336752250790596,0.06280863285064697,-0.07617615535855293,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.07617615535855293,0.08382563665509224
learned_probe,6,42,1.0,train,balanced_capital_laos_cuba,Cuba,Havana,Vientiane,-7.155552387237549,-11.999049261212347,-7.155552387237549,-3.999683087070783,1,3,4.8434968739748,-3.1558693001667657,4.876081719994545,-3.2042826761802035,-0.0325848460197448,0.0484133760134377,1,0,6,42,Havana,Vientiane,1,3,-0.17104901373386383,-0.10101866722106934,-0.0700303465127945,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0700303465127945,0.1184437225262322
learned_probe,6,42,1.0,train,balanced_capital_czech_republic_hungary,Czech Republic,Prague,Budapest,-7.119104862213135,-7.144332408905029,-7.119104862213135,-7.144332408905029,1,1,0.0252275466918945,0.0252275466918945,-0.0111799240112304,-0.0111799240112304,0.036407470703125,0.036407470703125,1,1,6,42,Prague,Budapest,1,1,-0.058353085070848465,-0.06528834253549576,0.006935257464647293,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.006935257464647293,0.029472213238477707
learned_probe,6,42,1.0,test,balanced_capital_denmark_ireland,Denmark,Copenhagen,Dublin,-6.554229736328125,-9.4923734664917,-6.554229736328125,-9.4923734664917,1,1,2.938143730163574,2.938143730163574,2.865792751312256,2.865792751312256,0.0723509788513183,0.0723509788513183,1,1,6,42,Copenhagen,Dublin,1,1,0.06747929006814957,0.022937938570976257,0.04454135149717331,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.04454135149717331,0.027809627354144995
learned_probe,6,42,1.0,train,balanced_capital_jamaica_dominican_republic,Dominican Republic,Santo Domingo,Kingston,-10.211047922028229,-13.858903884887695,-2.042209584405646,-13.858903884887695,5,1,3.6478559628594662,11.81669430048205,3.627133798552677,11.87817181586288,0.0207221643067896,-0.0614775153808295,1,1,6,42,Santo Domingo,Kingston,5,1,-0.060012221336364746,0.2364688366651535,-0.29648105800151825,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.29648105800151825,0.23500354262068873
learned_probe,6,42,1.0,train,balanced_capital_ecuador_saudi_arabia,Ecuador,Quito,Riyadh,-11.33370989188552,-12.177684783935549,-5.66685494594276,-12.177684783935549,2,1,0.8439748920500278,6.510829837992787,0.7931534498929977,6.50071033090353,0.0508214421570301,0.0101195070892572,1,1,6,42,Quito,Riyadh,2,1,-0.3068864345550537,0.16800788044929504,-0.47489431500434875,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.47489431500434875,0.48501382209360594
learned_probe,6,42,1.0,train,balanced_capital_turkey_egypt,Egypt,Cairo,Ankara,-5.315950393676758,-10.062722206115724,-5.315950393676758,-10.062722206115724,1,1,4.746771812438965,4.746771812438965,4.685157775878906,4.685157775878906,0.0616140365600585,0.0616140365600585,1,1,6,42,Cairo,Ankara,1,1,-0.0544344037771225,-0.013316430151462555,-0.04111797362565994,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.04111797362565994,0.10273201018571844
learned_probe,6,42,1.0,train,balanced_capital_ethiopia_nigeria,Ethiopia,Addis Ababa,Abuja,-11.398589672031903,-10.613299250602722,-2.849647418007976,-5.306649625301361,4,2,-0.7852904214291812,2.4570022072933853,-0.8062814613563205,2.4723635877077186,0.0209910399271393,-0.0153613804143333,0,1,6,42,Addis Ababa,Abuja,4,2,-0.039474815130233765,0.014775406569242477,-0.05425022169947624,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.05425022169947624,0.038888841285142944
learned_probe,6,42,1.0,train,balanced_capital_sweden_finland,Finland,Helsinki,Stockholm,-6.169553756713867,-8.398646354675293,-6.169553756713867,-8.398646354675293,1,1,2.229092597961426,2.229092597961426,2.2060022354125977,2.2060022354125977,0.0230903625488281,0.0230903625488281,1,1,6,42,Helsinki,Stockholm,1,1,0.06610170751810074,0.05422498658299446,0.011876720935106277,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.011876720935106277,0.011213641613721823
learned_probe,6,42,1.0,train,balanced_capital_france_germany,France,Paris,Berlin,-6.308249473571777,-8.21787166595459,-6.308249473571777,-8.21787166595459,1,1,1.9096221923828125,1.9096221923828125,1.8545584678649905,1.8545584678649905,0.0550637245178222,0.0550637245178222,1,1,6,42,Paris,Berlin,1,1,-0.05662839114665985,-0.03155697137117386,-0.025071419775485992,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.025071419775485992,0.0801351442933082
learned_probe,6,42,1.0,train,balanced_capital_france_germany,Germany,Berlin,Paris,-5.094075679779053,-8.375821113586426,-5.094075679779053,-8.375821113586426,1,1,3.281745433807373,3.281745433807373,3.231533527374268,3.231533527374268,0.0502119064331054,0.0502119064331054,1,1,6,42,Berlin,Paris,1,1,-0.03155697137117386,-0.05662839114665985,0.025071419775485992,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.025071419775485992,0.025140486657619407
learned_probe,6,42,1.0,train,balanced_capital_ghana_south_africa,Ghana,Accra,Pretoria,-10.989943280816078,-12.503938830457628,-5.494971640408039,-6.251969415228814,2,2,1.5139955496415496,0.7569977748207748,1.495969488983974,0.7479847444919869,0.0180260606575757,0.0090130303287878,1,1,6,42,Accra,Pretoria,2,2,0.04747354984283447,-0.0023835673928260803,0.04985711723566055,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.04985711723566055,-0.04084408690687275
learned_probe,6,42,1.0,test,balanced_capital_greece_norway,Greece,Athens,Oslo,-3.858510255813599,-15.145441055297852,-3.858510255813599,-15.145441055297852,1,1,11.286930799484251,11.286930799484251,11.22616171836853,11.22616171836853,0.0607690811157226,0.0607690811157226,1,1,6,42,Athens,Oslo,1,1,0.05459938570857048,0.10359842330217361,-0.048999037593603134,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.048999037593603134,0.10976811870932573
learned_probe,6,42,1.0,train,balanced_capital_czech_republic_hungary,Hungary,Budapest,Prague,-5.097811698913574,-9.29504108428955,-5.097811698913574,-9.29504108428955,1,1,4.197229385375977,4.197229385375977,4.156188011169434,4.156188011169434,0.0410413742065429,0.0410413742065429,1,1,6,42,Budapest,Prague,1,1,-0.06528834253549576,-0.058353085070848465,-0.006935257464647293,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.006935257464647293,0.04797663167119019
learned_probe,6,42,1.0,test,balanced_capital_united_kingdom_iceland,Iceland,Reykjavik,London,-7.440120429935632,-8.998821258544922,-1.860030107483908,-8.998821258544922,4,1,1.5587008286092896,7.138791151061014,1.4369847150956048,7.117717667726538,0.1217161135136848,0.0210734833344758,1,1,6,42,Reykjavik,London,4,1,0.14481671154499054,-0.059295766055583954,0.2041124776005745,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.2041124776005745,-0.18303899426609868
learned_probe,6,42,1.0,train,balanced_capital_india_china,India,New Delhi,Beijing,-8.03922387957573,-8.803897857666016,-4.019611939787865,-8.803897857666016,2,1,0.7646739780902863,4.784285917878151,0.7437442243099213,4.796292468905449,0.0209297537803649,-0.0120065510272979,1,1,6,42,New Delhi,Beijing,2,1,0.06987158209085464,0.08028274029493332,-0.010411158204078674,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.010411158204078674,-0.0015953928232192265
learned_probe,6,42,1.0,test,balanced_capital_indonesia_malaysia,Indonesia,Jakarta,Kuala Lumpur,-6.23813533782959,-8.988115060608834,-6.23813533782959,-4.494057530304417,1,2,2.749979722779244,-1.7440778075251728,2.7840865408070385,-1.7747577053960413,-0.0341068180277943,0.0306798978708684,1,0,6,42,Jakarta,Kuala Lumpur,1,2,0.10571414977312088,0.42093098163604736,-0.3152168318629265,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.3152168318629265,0.34589672973379487
learned_probe,6,42,1.0,train,balanced_capital_iran_iraq,Iran,Tehran,Baghdad,-5.078638076782227,-9.163118362426758,-5.078638076782227,-9.163118362426758,1,1,4.084480285644531,4.084480285644531,4.082050323486328,4.082050323486328,0.0024299621582031,0.0024299621582031,1,1,6,42,Tehran,Baghdad,1,1,-0.10183637589216232,0.13127945363521576,-0.23311582952737808,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.23311582952737808,0.23554579168558118
learned_probe,6,42,1.0,train,balanced_capital_iran_iraq,Iraq,Baghdad,Tehran,-6.372549057006836,-8.575371742248535,-6.372549057006836,-8.575371742248535,1,1,2.202822685241699,2.202822685241699,2.1378960609436035,2.1378960609436035,0.0649266242980957,0.0649266242980957,1,1,6,42,Baghdad,Tehran,1,1,0.13127945363521576,-0.10183637589216232,0.23311582952737808,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.23311582952737808,-0.16818920522928238
learned_probe,6,42,1.0,test,balanced_capital_denmark_ireland,Ireland,Dublin,Copenhagen,-5.1926093101501465,-12.209144592285156,-5.1926093101501465,-12.209144592285156,1,1,7.01653528213501,7.01653528213501,6.948215484619141,6.948215484619141,0.0683197975158691,0.0683197975158691,1,1,6,42,Dublin,Copenhagen,1,1,0.022937938570976257,0.06747929006814957,-0.04454135149717331,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.04454135149717331,0.11286114901304241
learned_probe,6,42,1.0,test,balanced_capital_israel_jordan,Israel,Jerusalem,Amman,-6.303032875061035,-9.74531516432762,-6.303032875061035,-4.872657582163811,1,2,3.4422822892665863,-1.4303752928972244,3.4701051712036133,-1.4556570053100586,-0.0278228819370269,0.0252817124128341,1,0,6,42,Jerusalem,Amman,1,2,0.1061166450381279,-0.08605185151100159,0.19216849654912949,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.19216849654912949,-0.16688678413629537
learned_probe,6,42,1.0,train,balanced_capital_italy_spain,Italy,Rome,Madrid,-4.07640266418457,-7.850871086120605,-4.07640266418457,-7.850871086120605,1,1,3.774468421936035,3.774468421936035,3.731678009033203,3.731678009033203,0.042790412902832,0.042790412902832,1,1,6,42,Rome,Madrid,1,1,-0.21196402609348297,0.0955004096031189,-0.30746443569660187,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.30746443569660187,0.35025484859943384
learned_probe,6,42,1.0,train,balanced_capital_jamaica_dominican_republic,Jamaica,Kingston,Santo Domingo,-8.420536041259766,-11.427085280418396,-8.420536041259766,-2.2854170560836797,1,5,3.0065492391586304,-6.135118985176087,2.9449818171560764,-6.241563176363707,0.0615674220025539,0.1064441911876201,1,0,6,42,Kingston,Santo Domingo,1,5,0.2364688366651535,-0.060012221336364746,0.29648105800151825,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.29648105800151825,-0.19003686681389814
learned_probe,6,42,1.0,train,balanced_capital_japan_south_korea,Japan,Tokyo,Seoul,-4.953140258789063,-8.604650497436523,-4.953140258789063,-8.604650497436523,1,1,3.651510238647461,3.651510238647461,3.5953025817871094,3.5953025817871094,0.0562076568603515,0.0562076568603515,1,1,6,42,Tokyo,Seoul,1,1,0.1069990023970604,0.10782988369464874,-0.0008308812975883484,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.0008308812975883484,0.05703853815793985
learned_probe,6,42,1.0,test,balanced_capital_israel_jordan,Jordan,Amman,Jerusalem,-7.801222160458565,-7.733649253845215,-3.9006110802292815,-7.733649253845215,2,1,-0.0675729066133499,3.833038173615933,-0.1242164969444274,3.826816588640213,0.0566435903310775,0.0062215849757194,0,1,6,42,Amman,Jerusalem,2,1,-0.08605185151100159,0.1061166450381279,-0.19216849654912949,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.19216849654912949,0.19839008152484888
learned_probe,6,42,1.0,train,balanced_capital_afghanistan_kazakhstan,Kazakhstan,Astana,Kabul,-8.864882506430149,-9.962894439697266,-4.4324412532150745,-9.962894439697266,2,1,1.0980119332671163,5.530453186482191,0.9983815178275108,5.496118020266295,0.0996304154396057,0.0343351662158966,1,1,6,42,Astana,Kabul,2,1,0.07047523558139801,0.07484317570924759,-0.004367940127849579,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.004367940127849579,0.03870310634374618
learned_probe,6,42,1.0,train,balanced_capital_morocco_kenya,Kenya,Nairobi,Rabat,-7.381824256764958,-10.86432096362114,-2.4606080855883192,-5.43216048181057,3,2,3.482496706856182,2.9715523962222505,3.4644966785854194,2.9789439014178547,0.0180000282707624,-0.0073915051956041,1,1,6,42,Nairobi,Rabat,3,2,-0.13359074294567108,-0.02697891741991043,-0.10661182552576065,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.10661182552576065,0.09922032033015656
