language,domain,pair_id,statement,label,country,stated_capital,correct_capital,false_capital,correct_total_logprob,false_total_logprob,correct_avg_token_logprob,false_avg_token_logprob,completion_total_margin,completion_avg_token_margin,model_prefers_correct_total,model_prefers_correct_avg_token,correct_completion_tokens,false_completion_tokens,stated_total_logprob,alternative_total_logprob,stated_avg_token_logprob,alternative_avg_token_logprob,completion_total_score,completion_avg_token_score,completion_total_predicted_label,completion_avg_token_predicted_label,knowledge_margin,completion_compatibility_score,completion_predicted_label,knowledge_bin,probe_prob_true,probe_predicted_label,split,probe_layer,seed
en,capital_balanced,balanced_capital_ghana_south_africa,The capital of South Africa is Accra.,0,South Africa,Accra,Pretoria,Accra,-11.767066449916456,-12.604734987020493,-5.883533224958228,-6.302367493510246,0.8376685371040367,0.41883426855201833,1,1,2,2,-12.604734987020493,-11.767066449916456,-6.302367493510246,-5.883533224958228,-0.8376685371040367,-0.41883426855201833,0,0,0.41883426855201833,-0.41883426855201833,0,low_avg_token_margin,0.32228184,0,train,6,42
en,capital_balanced,balanced_capital_india_china,The capital of India is New Delhi.,1,India,New Delhi,New Delhi,Beijing,-8.105096705257893,-8.848840713500977,-4.052548352628946,-8.848840713500977,0.743744008243084,4.79629236087203,1,1,2,1,-8.105096705257893,-8.848840713500977,-4.052548352628946,-8.848840713500977,0.743744008243084,4.79629236087203,1,1,4.79629236087203,4.79629236087203,1,high_avg_token_margin,0.92212796,1,train,6,42
en,capital_balanced,balanced_capital_india_china,The capital of India is Beijing.,0,India,Beijing,New Delhi,Beijing,-8.105096705257893,-8.848840713500977,-4.052548352628946,-8.848840713500977,0.743744008243084,4.79629236087203,1,1,2,1,-8.848840713500977,-8.105096705257893,-8.848840713500977,-4.052548352628946,-0.743744008243084,-4.79629236087203,0,0,4.79629236087203,-4.79629236087203,0,high_avg_token_margin,0.0389696,0,train,6,42
en,capital_balanced,balanced_capital_india_china,The capital of China is Beijing.,1,China,Beijing,Beijing,New Delhi,-5.577742576599121,-9.874265909194946,-5.577742576599121,-4.937132954597473,4.296523332595825,-0.640609622001648,1,0,1,2,-5.577742576599121,-9.874265909194946,-5.577742576599121,-4.937132954597473,4.296523332595825,-0.640609622001648,1,0,-0.640609622001648,-0.640609622001648,0,low_avg_token_margin,0.9821249,1,train,6,42
en,capital_balanced,balanced_capital_india_china,The capital of China is New Delhi.,0,China,New Delhi,Beijing,New Delhi,-5.577742576599121,-9.874265909194946,-5.577742576599121,-4.937132954597473,4.296523332595825,-0.640609622001648,1,0,1,2,-9.874265909194946,-5.577742576599121,-4.937132954597473,-5.577742576599121,-4.296523332595825,0.640609622001648,0,1,-0.640609622001648,0.640609622001648,1,low_avg_token_margin,0.00933388,0,train,6,42
en,capital_balanced,balanced_capital_japan_south_korea,The capital of Japan is Tokyo.,1,Japan,Tokyo,Tokyo,Seoul,-5.058145999908447,-8.653444290161133,-5.058145999908447,-8.653444290161133,3.5952982902526855,3.5952982902526855,1,1,1,1,-5.058145999908447,-8.653444290161133,-5.058145999908447,-8.653444290161133,3.5952982902526855,3.5952982902526855,1,1,3.5952982902526855,3.5952982902526855,1,high_avg_token_margin,0.89965826,1,train,6,42
en,capital_balanced,balanced_capital_japan_south_korea,The capital of Japan is Seoul.,0,Japan,Seoul,Tokyo,Seoul,-5.058145999908447,-8.653444290161133,-5.058145999908447,-8.653444290161133,3.5952982902526855,3.5952982902526855,1,1,1,1,-8.653444290161133,-5.058145999908447,-8.653444290161133,-5.058145999908447,-3.5952982902526855,-3.5952982902526855,0,0,3.5952982902526855,-3.5952982902526855,0,high_avg_token_margin,0.02889058,0,train,6,42
en,capital_balanced,balanced_capital_japan_south_korea,The capital of South Korea is Seoul.,1,South Korea,Seoul,Seoul,Tokyo,-6.4163970947265625,-7.659004211425781,-6.4163970947265625,-7.659004211425781,1.2426071166992188,1.2426071166992188,1,1,1,1,-6.4163970947265625,-7.659004211425781,-6.4163970947265625,-7.659004211425781,1.2426071166992188,1.2426071166992188,1,1,1.2426071166992188,1.2426071166992188,1,low_avg_token_margin,0.9335781,1,train,6,42
en,capital_balanced,balanced_capital_japan_south_korea,The capital of South Korea is Tokyo.,0,South Korea,Tokyo,Seoul,Tokyo,-6.4163970947265625,-7.659004211425781,-6.4163970947265625,-7.659004211425781,1.2426071166992188,1.2426071166992188,1,1,1,1,-7.659004211425781,-6.4163970947265625,-7.659004211425781,-6.4163970947265625,-1.2426071166992188,-1.2426071166992188,0,0,1.2426071166992188,-1.2426071166992188,0,low_avg_token_margin,0.011249301,0,train,6,42
en,capital_balanced,balanced_capital_thailand_vietnam,The capital of Thailand is Bangkok.,1,Thailand,Bangkok,Bangkok,Hanoi,-5.806756973266602,-8.002753871987807,-5.806756973266602,-2.6675846239959355,2.195996898721205,-3.139172349270666,1,0,1,3,-5.806756973266602,-8.002753871987807,-5.806756973266602,-2.6675846239959355,2.195996898721205,-3.139172349270666,1,0,-3.139172349270666,-3.139172349270666,0,low_avg_token_margin,0.90001607,1,train,6,42
en,capital_balanced,balanced_capital_thailand_vietnam,The capital of Thailand is Hanoi.,0,Thailand,Hanoi,Bangkok,Hanoi,-5.806756973266602,-8.002753871987807,-5.806756973266602,-2.6675846239959355,2.195996898721205,-3.139172349270666,1,0,1,3,-8.002753871987807,-5.806756973266602,-2.6675846239959355,-5.806756973266602,-2.195996898721205,3.139172349270666,0,1,-3.139172349270666,3.139172349270666,1,low_avg_token_margin,0.064923845,0,train,6,42
en,capital_balanced,balanced_capital_thailand_vietnam,The capital of Vietnam is Hanoi.,1,Vietnam,Hanoi,Hanoi,Bangkok,-6.906601881317329,-8.50387191772461,-2.302200627105776,-8.50387191772461,1.5972700364072807,6.201671290618833,1,1,3,1,-6.906601881317329,-8.50387191772461,-2.302200627105776,-8.50387191772461,1.5972700364072807,6.201671290618833,1,1,6.201671290618833,6.201671290618833,1,high_avg_token_margin,0.9590838,1,train,6,42
en,capital_balanced,balanced_capital_thailand_vietnam,The capital of Vietnam is Bangkok.,0,Vietnam,Bangkok,Hanoi,Bangkok,-6.906601881317329,-8.50387191772461,-2.302200627105776,-8.50387191772461,1.5972700364072807,6.201671290618833,1,1,3,1,-8.50387191772461,-6.906601881317329,-8.50387191772461,-2.302200627105776,-1.5972700364072807,-6.201671290618833,0,0,6.201671290618833,-6.201671290618833,0,high_avg_token_margin,0.18727946,0,train,6,42
en,capital_balanced,balanced_capital_indonesia_malaysia,The capital of Indonesia is Jakarta.,1,Indonesia,Jakarta,Jakarta,Kuala Lumpur,-6.333603858947754,-9.117692307103425,-6.333603858947754,-4.558846153551713,2.7840884481556714,-1.7747577053960413,1,0,1,2,-6.333603858947754,-9.117692307103425,-6.333603858947754,-4.558846153551713,2.7840884481556714,-1.7747577053960413,1,0,-1.7747577053960413,-1.7747577053960413,0,low_avg_token_margin,0.9849364,1,test,6,42
en,capital_balanced,balanced_capital_indonesia_malaysia,The capital of Indonesia is Kuala Lumpur.,0,Indonesia,Kuala Lumpur,Jakarta,Kuala Lumpur,-6.333603858947754,-9.117692307103425,-6.333603858947754,-4.558846153551713,2.7840884481556714,-1.7747577053960413,1,0,1,2,-9.117692307103425,-6.333603858947754,-4.558846153551713,-6.333603858947754,-2.7840884481556714,1.7747577053960413,0,1,-1.7747577053960413,1.7747577053960413,1,low_avg_token_margin,0.011729628,0,test,6,42
en,capital_balanced,balanced_capital_indonesia_malaysia,The capital of Malaysia is Kuala Lumpur.,1,Malaysia,Kuala Lumpur,Kuala Lumpur,Jakarta,-7.094226218527183,-8.332540512084961,-3.5471131092635915,-8.332540512084961,1.238314293557778,4.7854274028213695,1,1,2,1,-7.094226218527183,-8.332540512084961,-3.5471131092635915,-8.332540512084961,1.238314293557778,4.7854274028213695,1,1,4.7854274028213695,4.7854274028213695,1,high_avg_token_margin,0.34907433,0,test,6,42
en,capital_balanced,balanced_capital_indonesia_malaysia,The capital of Malaysia is Jakarta.,0,Malaysia,Jakarta,Kuala Lumpur,Jakarta,-7.094226218527183,-8.332540512084961,-3.5471131092635915,-8.332540512084961,1.238314293557778,4.7854274028213695,1,1,2,1,-8.332540512084961,-7.094226218527183,-8.332540512084961,-3.5471131092635915,-1.238314293557778,-4.7854274028213695,0,0,4.7854274028213695,-4.7854274028213695,0,high_avg_token_margin,0.09829349,0,test,6,42
en,capital_balanced,balanced_capital_singapore_philippines,The capital of Singapore is Singapore.,1,Singapore,Singapore,Singapore,Manila,-5.444190979003906,-7.805824279785156,-5.444190979003906,-7.805824279785156,2.36163330078125,2.36163330078125,1,1,1,1,-5.444190979003906,-7.805824279785156,-5.444190979003906,-7.805824279785156,2.36163330078125,2.36163330078125,1,1,2.36163330078125,2.36163330078125,1,high_avg_token_margin,0.99736804,1,train,6,42
en,capital_balanced,balanced_capital_singapore_philippines,The capital of Singapore is Manila.,0,Singapore,Manila,Singapore,Manila,-5.444190979003906,-7.805824279785156,-5.444190979003906,-7.805824279785156,2.36163330078125,2.36163330078125,1,1,1,1,-7.805824279785156,-5.444190979003906,-7.805824279785156,-5.444190979003906,-2.36163330078125,-2.36163330078125,0,0,2.36163330078125,-2.36163330078125,0,high_avg_token_margin,0.005584592,0,train,6,42
en,capital_balanced,balanced_capital_singapore_philippines,The capital of Philippines is Manila.,1,Philippines,Manila,Manila,Singapore,-5.012418270111084,-8.013160705566406,-5.012418270111084,-8.013160705566406,3.0007424354553223,3.0007424354553223,1,1,1,1,-5.012418270111084,-8.013160705566406,-5.012418270111084,-8.013160705566406,3.0007424354553223,3.0007424354553223,1,1,3.0007424354553223,3.0007424354553223,1,high_avg_token_margin,0.935699,1,train,6,42
en,capital_balanced,balanced_capital_singapore_philippines,The capital of Philippines is Singapore.,0,Philippines,Singapore,Manila,Singapore,-5.012418270111084,-8.013160705566406,-5.012418270111084,-8.013160705566406,3.0007424354553223,3.0007424354553223,1,1,1,1,-8.013160705566406,-5.012418270111084,-8.013160705566406,-5.012418270111084,-3.0007424354553223,-3.0007424354553223,0,0,3.0007424354553223,-3.0007424354553223,0,high_avg_token_margin,0.12263,0,train,6,42
en,capital_balanced,balanced_capital_australia_new_zealand,The capital of Australia is Canberra.,1,Australia,Canberra,Canberra,Wellington,-7.018657684326172,-9.896702766418457,-7.018657684326172,-9.896702766418457,2.878045082092285,2.878045082092285,1,1,1,1,-7.018657684326172,-9.896702766418457,-7.018657684326172,-9.896702766418457,2.878045082092285,2.878045082092285,1,1,2.878045082092285,2.878045082092285,1,high_avg_token_margin,0.8399929,1,train,6,42
en,capital_balanced,balanced_capital_australia_new_zealand,The capital of Australia is Wellington.,0,Australia,Wellington,Canberra,Wellington,-7.018657684326172,-9.896702766418457,-7.018657684326172,-9.896702766418457,2.878045082092285,2.878045082092285,1,1,1,1,-9.896702766418457,-7.018657684326172,-9.896702766418457,-7.018657684326172,-2.878045082092285,-2.878045082092285,0,0,2.878045082092285,-2.878045082092285,0,high_avg_token_margin,0.1235094,0,train,6,42
en,capital_balanced,balanced_capital_australia_new_zealand,The capital of New Zealand is Wellington.,1,New Zealand,Wellington,Wellington,Canberra,-8.27143383026123,-8.653440475463867,-8.27143383026123,-8.653440475463867,0.3820066452026367,0.3820066452026367,1,1,1,1,-8.27143383026123,-8.653440475463867,-8.27143383026123,-8.653440475463867,0.3820066452026367,0.3820066452026367,1,1,0.3820066452026367,0.3820066452026367,1,low_avg_token_margin,0.88021255,1,train,6,42
en,capital_balanced,balanced_capital_australia_new_zealand,The capital of New Zealand is Canberra.,0,New Zealand,Canberra,Wellington,Canberra,-8.27143383026123,-8.653440475463867,-8.27143383026123,-8.653440475463867,0.3820066452026367,0.3820066452026367,1,1,1,1,-8.653440475463867,-8.27143383026123,-8.653440475463867,-8.27143383026123,-0.3820066452026367,-0.3820066452026367,0,0,0.3820066452026367,-0.3820066452026367,0,low_avg_token_margin,0.123275876,0,train,6,42
en,capital_balanced,balanced_capital_canada_united_states,The capital of Canada is Ottawa.,1,Canada,Ottawa,Ottawa,"Washington, D.C.",-7.4600725173950195,-11.39522204909008,-7.4600725173950195,-1.8992036748483467,3.9351495316950604,-5.560868842546673,1,0,1,6,-7.4600725173950195,-11.39522204909008,-7.4600725173950195,-1.8992036748483467,3.9351495316950604,-5.560868842546673,1,0,-5.560868842546673,-5.560868842546673,0,low_avg_token_margin,0.88225615,1,train,6,42
en,capital_balanced,balanced_capital_canada_united_states,"The capital of Canada is Washington, D.C..",0,Canada,"Washington, D.C.",Ottawa,"Washington, D.C.",-7.4600725173950195,-11.39522204909008,-7.4600725173950195,-1.8992036748483467,3.9351495316950604,-5.560868842546673,1,0,1,6,-11.39522204909008,-7.4600725173950195,-1.8992036748483467,-7.4600725173950195,-3.9351495316950604,5.560868842546673,0,1,-5.560868842546673,5.560868842546673,1,low_avg_token_margin,0.07110138,0,train,6,42
en,capital_balanced,balanced_capital_canada_united_states,"The capital of United States is Washington, D.C..",1,United States,"Washington, D.C.","Washington, D.C.",Ottawa,-8.771378844336141,-9.938729286193848,-1.4618964740560234,-9.938729286193848,1.1673504418577068,8.476832812137824,1,1,6,1,-8.771378844336141,-9.938729286193848,-1.4618964740560234,-9.938729286193848,1.1673504418577068,8.476832812137824,1,1,8.476832812137824,8.476832812137824,1,high_avg_token_margin,0.9592327,1,train,6,42
en,capital_balanced,balanced_capital_canada_united_states,The capital of United States is Ottawa.,0,United States,Ottawa,"Washington, D.C.",Ottawa,-8.771378844336141,-9.938729286193848,-1.4618964740560234,-9.938729286193848,1.1673504418577068,8.476832812137824,1,1,6,1,-9.938729286193848,-8.771378844336141,-9.938729286193848,-1.4618964740560234,-1.1673504418577068,-8.476832812137824,0,0,8.476832812137824,-8.476832812137824,0,high_avg_token_margin,0.064240724,0,train,6,42
en,capital_balanced,balanced_capital_mexico_brazil,The capital of Mexico is Mexico City.,1,Mexico,Mexico City,Mexico City,Brasilia,-5.261625945568085,-12.617389380931854,-2.6308129727840424,-6.308694690465927,7.3557634353637695,3.6778817176818848,1,1,2,2,-5.261625945568085,-12.617389380931854,-2.6308129727840424,-6.308694690465927,7.3557634353637695,3.6778817176818848,1,1,3.6778817176818848,3.6778817176818848,1,high_avg_token_margin,0.9863897,1,train,6,42
en,capital_balanced,balanced_capital_mexico_brazil,The capital of Mexico is Brasilia.,0,Mexico,Brasilia,Mexico City,Brasilia,-5.261625945568085,-12.617389380931854,-2.6308129727840424,-6.308694690465927,7.3557634353637695,3.6778817176818848,1,1,2,2,-12.617389380931854,-5.261625945568085,-6.308694690465927,-2.6308129727840424,-7.3557634353637695,-3.6778817176818848,0,0,3.6778817176818848,-3.6778817176818848,0,high_avg_token_margin,0.037689384,0,train,6,42
en,capital_balanced,balanced_capital_mexico_brazil,The capital of Brazil is Brasilia.,1,Brazil,Brasilia,Brasilia,Mexico City,-8.40459394454956,-8.140065670013428,-4.20229697227478,-4.070032835006714,-0.2645282745361328,-0.1322641372680664,0,0,2,2,-8.40459394454956,-8.140065670013428,-4.20229697227478,-4.070032835006714,-0.2645282745361328,-0.1322641372680664,0,0,-0.1322641372680664,-0.1322641372680664,0,low_avg_token_margin,0.88579464,1,train,6,42
en,capital_balanced,balanced_capital_mexico_brazil,The capital of Brazil is Mexico City.,0,Brazil,Mexico City,Brasilia,Mexico City,-8.40459394454956,-8.140065670013428,-4.20229697227478,-4.070032835006714,-0.2645282745361328,-0.1322641372680664,0,0,2,2,-8.140065670013428,-8.40459394454956,-4.070032835006714,-4.20229697227478,0.2645282745361328,0.1322641372680664,1,1,-0.1322641372680664,0.1322641372680664,1,low_avg_token_margin,0.07885748,0,train,6,42
en,capital_balanced,balanced_capital_argentina_chile,The capital of Argentina is Buenos Aires.,1,Argentina,Buenos Aires,Buenos Aires,Santiago,-8.067818757495843,-9.167980194091797,-4.033909378747921,-9.167980194091797,1.100161436595954,5.134070815343875,1,1,2,1,-8.067818757495843,-9.167980194091797,-4.033909378747921,-9.167980194091797,1.100161436595954,5.134070815343875,1,1,5.134070815343875,5.134070815343875,1,high_avg_token_margin,0.9539078,1,train,6,42
en,capital_balanced,balanced_capital_argentina_chile,The capital of Argentina is Santiago.,0,Argentina,Santiago,Buenos Aires,Santiago,-8.067818757495843,-9.167980194091797,-4.033909378747921,-9.167980194091797,1.100161436595954,5.134070815343875,1,1,2,1,-9.167980194091797,-8.067818757495843,-9.167980194091797,-4.033909378747921,-1.100161436595954,-5.134070815343875,0,0,5.134070815343875,-5.134070815343875,0,high_avg_token_margin,0.30079028,0,train,6,42
en,capital_balanced,balanced_capital_argentina_chile,The capital of Chile is Santiago.,1,Chile,Santiago,Santiago,Buenos Aires,-7.224715232849121,-10.270080547023099,-7.224715232849121,-5.1350402735115495,3.045365314173978,-2.0896749593375716,1,0,1,2,-7.224715232849121,-10.270080547023099,-7.224715232849121,-5.1350402735115495,3.045365314173978,-2.0896749593375716,1,0,-2.0896749593375716,-2.0896749593375716,0,low_avg_token_margin,0.7342397,1,train,6,42
en,capital_balanced,balanced_capital_argentina_chile,The capital of Chile is Buenos Aires.,0,Chile,Buenos Aires,Santiago,Buenos Aires,-7.224715232849121,-10.270080547023099,-7.224715232849121,-5.1350402735115495,3.045365314173978,-2.0896749593375716,1,0,1,2,-10.270080547023099,-7.224715232849121,-5.1350402735115495,-7.224715232849121,-3.045365314173978,2.0896749593375716,0,1,-2.0896749593375716,2.0896749593375716,1,low_avg_token_margin,0.17730641,0,train,6,42
en,capital_balanced,balanced_capital_peru_colombia,The capital of Peru is Lima.,1,Peru,Lima,Lima,Bogota,-9.596826553344727,-10.990868330001831,-9.596826553344727,-5.4954341650009155,1.3940417766571045,-4.101392388343811,1,0,1,2,-9.596826553344727,-10.990868330001831,-9.596826553344727,-5.4954341650009155,1.3940417766571045,-4.101392388343811,1,0,-4.101392388343811,-4.101392388343811,0,low_avg_token_margin,0.78101236,1,train,6,42
en,capital_balanced,balanced_capital_peru_colombia,The capital of Peru is Bogota.,0,Peru,Bogota,Lima,Bogota,-9.596826553344727,-10.990868330001831,-9.596826553344727,-5.4954341650009155,1.3940417766571045,-4.101392388343811,1,0,1,2,-10.990868330001831,-9.596826553344727,-5.4954341650009155,-9.596826553344727,-1.3940417766571045,4.101392388343811,0,1,-4.101392388343811,4.101392388343811,1,low_avg_token_margin,0.30477622,0,train,6,42
en,capital_balanced,balanced_capital_peru_colombia,The capital of Colombia is Bogota.,1,Colombia,Bogota,Bogota,Lima,-8.20540064573288,-10.128217697143555,-4.10270032286644,-10.128217697143555,1.922817051410675,6.025517374277115,1,1,2,1,-8.20540064573288,-10.128217697143555,-4.10270032286644,-10.128217697143555,1.922817051410675,6.025517374277115,1,1,6.025517374277115,6.025517374277115,1,high_avg_token_margin,0.74713504,1,train,6,42
en,capital_balanced,balanced_capital_peru_colombia,The capital of Colombia is Lima.,0,Colombia,Lima,Bogota,Lima,-8.20540064573288,-10.128217697143555,-4.10270032286644,-10.128217697143555,1.922817051410675,6.025517374277115,1,1,2,1,-10.128217697143555,-8.20540064573288,-10.128217697143555,-4.10270032286644,-1.922817051410675,-6.025517374277115,0,0,6.025517374277115,-6.025517374277115,0,high_avg_token_margin,0.23051818,0,train,6,42
en,capital_balanced,balanced_capital_venezuela_uruguay,The capital of Venezuela is Caracas.,1,Venezuela,Caracas,Caracas,Montevideo,-10.12154025444761,-12.023869678378105,-5.060770127223805,-6.011934839189053,1.902329423930496,0.951164711965248,1,1,2,2,-10.12154025444761,-12.023869678378105,-5.060770127223805,-6.011934839189053,1.902329423930496,0.951164711965248,1,1,0.951164711965248,0.951164711965248,1,low_avg_token_margin,0.93155086,1,train,6,42
en,capital_balanced,balanced_capital_venezuela_uruguay,The capital of Venezuela is Montevideo.,0,Venezuela,Montevideo,Caracas,Montevideo,-10.12154025444761,-12.023869678378105,-5.060770127223805,-6.011934839189053,1.902329423930496,0.951164711965248,1,1,2,2,-12.023869678378105,-10.12154025444761,-6.011934839189053,-5.060770127223805,-1.902329423930496,-0.951164711965248,0,0,0.951164711965248,-0.951164711965248,0,low_avg_token_margin,0.087382324,0,train,6,42
en,capital_balanced,balanced_capital_venezuela_uruguay,The capital of Uruguay is Montevideo.,1,Uruguay,Montevideo,Montevideo,Caracas,-8.382320569828153,-11.204332113265991,-4.191160284914076,-5.602166056632996,2.8220115434378386,1.4110057717189193,1,1,2,2,-8.382320569828153,-11.204332113265991,-4.191160284914076,-5.602166056632996,2.8220115434378386,1.4110057717189193,1,1,1.4110057717189193,1.4110057717189193,1,low_avg_token_margin,0.7968476,1,train,6,42
en,capital_balanced,balanced_capital_venezuela_uruguay,The capital of Uruguay is Caracas.,0,Uruguay,Caracas,Montevideo,Caracas,-8.382320569828153,-11.204332113265991,-4.191160284914076,-5.602166056632996,2.8220115434378386,1.4110057717189193,1,1,2,2,-11.204332113265991,-8.382320569828153,-5.602166056632996,-4.191160284914076,-2.8220115434378386,-1.4110057717189193,0,0,1.4110057717189193,-1.4110057717189193,0,low_avg_token_margin,0.1255342,0,train,6,42
en,capital_balanced,balanced_capital_paraguay_bolivia,The capital of Paraguay is Asuncion.,1,Paraguay,Asuncion,Asuncion,Sucre,-13.758077112957835,-16.774336457252502,-4.586025704319279,-8.387168228626251,3.0162593442946672,3.8011425243069725,1,1,3,2,-13.758077112957835,-16.774336457252502,-4.586025704319279,-8.387168228626251,3.0162593442946672,3.8011425243069725,1,1,3.8011425243069725,3.8011425243069725,1,high_avg_token_margin,0.0012334025,0,test,6,42
en,capital_balanced,balanced_capital_paraguay_bolivia,The capital of Paraguay is Sucre.,0,Paraguay,Sucre,Asuncion,Sucre,-13.758077112957835,-16.774336457252502,-4.586025704319279,-8.387168228626251,3.0162593442946672,3.8011425243069725,1,1,3,2,-16.774336457252502,-13.758077112957835,-8.387168228626251,-4.586025704319279,-3.0162593442946672,-3.8011425243069725,0,0,3.8011425243069725,-3.8011425243069725,0,high_avg_token_margin,0.041245393,0,test,6,42
en,capital_balanced,balanced_capital_paraguay_bolivia,The capital of Bolivia is Sucre.,1,Bolivia,Sucre,Sucre,Asuncion,-16.443427205085754,-13.022725474089384,-8.221713602542877,-4.340908491363128,-3.4207017309963703,-3.8808051111797495,0,0,2,3,-16.443427205085754,-13.022725474089384,-8.221713602542877,-4.340908491363128,-3.4207017309963703,-3.8808051111797495,0,0,-3.8808051111797495,-3.8808051111797495,0,low_avg_token_margin,0.009997374,0,test,6,42
en,capital_balanced,balanced_capital_paraguay_bolivia,The capital of Bolivia is Asuncion.,0,Bolivia,Asuncion,Sucre,Asuncion,-16.443427205085754,-13.022725474089384,-8.221713602542877,-4.340908491363128,-3.4207017309963703,-3.8808051111797495,0,0,2,3,-13.022725474089384,-16.443427205085754,-4.340908491363128,-8.221713602542877,3.4207017309963703,3.8808051111797495,1,1,-3.8808051111797495,3.8808051111797495,1,low_avg_token_margin,0.00023819193,0,test,6,42
en,capital_balanced,balanced_capital_ecuador_saudi_arabia,The capital of Ecuador is Quito.,1,Ecuador,Quito,Quito,Riyadh,-11.415118757635355,-12.208271026611328,-5.7075593788176775,-12.208271026611328,0.7931522689759731,6.500711647793651,1,1,2,1,-11.415118757635355,-12.208271026611328,-5.7075593788176775,-12.208271026611328,0.7931522689759731,6.500711647793651,1,1,6.500711647793651,6.500711647793651,1,high_avg_token_margin,0.86048347,1,train,6,42
en,capital_balanced,balanced_capital_ecuador_saudi_arabia,The capital of Ecuador is Riyadh.,0,Ecuador,Riyadh,Quito,Riyadh,-11.415118757635355,-12.208271026611328,-5.7075593788176775,-12.208271026611328,0.7931522689759731,6.500711647793651,1,1,2,1,-12.208271026611328,-11.415118757635355,-12.208271026611328,-5.7075593788176775,-0.7931522689759731,-6.500711647793651,0,0,6.500711647793651,-6.500711647793651,0,high_avg_token_margin,0.03615945,0,train,6,42
en,capital_balanced,balanced_capital_ecuador_saudi_arabia,The capital of Saudi Arabia is Riyadh.,1,Saudi Arabia,Riyadh,Riyadh,Quito,-7.438837051391602,-15.367536067962646,-7.438837051391602,-7.683768033981323,7.928699016571045,0.24493098258972168,1,1,1,2,-7.438837051391602,-15.367536067962646,-7.438837051391602,-7.683768033981323,7.928699016571045,0.24493098258972168,1,1,0.24493098258972168,0.24493098258972168,1,low_avg_token_margin,0.9862344,1,train,6,42
en,capital_balanced,balanced_capital_ecuador_saudi_arabia,The capital of Saudi Arabia is Quito.,0,Saudi Arabia,Quito,Riyadh,Quito,-7.438837051391602,-15.367536067962646,-7.438837051391602,-7.683768033981323,7.928699016571045,0.24493098258972168,1,1,1,2,-15.367536067962646,-7.438837051391602,-7.683768033981323,-7.438837051391602,-7.928699016571045,-0.24493098258972168,0,0,0.24493098258972168,-0.24493098258972168,0,low_avg_token_margin,0.09907224,0,train,6,42
en,capital_balanced,balanced_capital_iran_iraq,The capital of Iran is Tehran.,1,Iran,Tehran,Tehran,Baghdad,-5.147022247314453,-9.229073524475098,-5.147022247314453,-9.229073524475098,4.0820512771606445,4.0820512771606445,1,1,1,1,-5.147022247314453,-9.229073524475098,-5.147022247314453,-9.229073524475098,4.0820512771606445,4.0820512771606445,1,1,4.0820512771606445,4.0820512771606445,1,high_avg_token_margin,0.93301946,1,train,6,42
en,capital_balanced,balanced_capital_iran_iraq,The capital of Iran is Baghdad.,0,Iran,Baghdad,Tehran,Baghdad,-5.147022247314453,-9.229073524475098,-5.147022247314453,-9.229073524475098,4.0820512771606445,4.0820512771606445,1,1,1,1,-9.229073524475098,-5.147022247314453,-9.229073524475098,-5.147022247314453,-4.0820512771606445,-4.0820512771606445,0,0,4.0820512771606445,-4.0820512771606445,0,high_avg_token_margin,0.043019462,0,train,6,42
en,capital_balanced,balanced_capital_iran_iraq,The capital of Iraq is Baghdad.,1,Iraq,Baghdad,Baghdad,Tehran,-6.466004371643066,-8.60390567779541,-6.466004371643066,-8.60390567779541,2.1379013061523438,2.1379013061523438,1,1,1,1,-6.466004371643066,-8.60390567779541,-6.466004371643066,-8.60390567779541,2.1379013061523438,2.1379013061523438,1,1,2.1379013061523438,2.1379013061523438,1,low_avg_token_margin,0.9809776,1,train,6,42
en,capital_balanced,balanced_capital_iran_iraq,The capital of Iraq is Tehran.,0,Iraq,Tehran,Baghdad,Tehran,-6.466004371643066,-8.60390567779541,-6.466004371643066,-8.60390567779541,2.1379013061523438,2.1379013061523438,1,1,1,1,-8.60390567779541,-6.466004371643066,-8.60390567779541,-6.466004371643066,-2.1379013061523438,-2.1379013061523438,0,0,2.1379013061523438,-2.1379013061523438,0,low_avg_token_margin,0.010478797,0,train,6,42
en,capital_balanced,balanced_capital_israel_jordan,The capital of Israel is Jerusalem.,1,Israel,Jerusalem,Jerusalem,Amman,-6.381424427032471,-9.851525455713272,-6.381424427032471,-4.925762727856636,3.4701010286808014,-1.4556616991758347,1,0,1,2,-6.381424427032471,-9.851525455713272,-6.381424427032471,-4.925762727856636,3.4701010286808014,-1.4556616991758347,1,0,-1.4556616991758347,-1.4556616991758347,0,low_avg_token_margin,0.9977737,1,test,6,42
en,capital_balanced,balanced_capital_israel_jordan,The capital of Israel is Amman.,0,Israel,Amman,Jerusalem,Amman,-6.381424427032471,-9.851525455713272,-6.381424427032471,-4.925762727856636,3.4701010286808014,-1.4556616991758347,1,0,1,2,-9.851525455713272,-6.381424427032471,-4.925762727856636,-6.381424427032471,-3.4701010286808014,1.4556616991758347,0,1,-1.4556616991758347,1.4556616991758347,1,low_avg_token_margin,0.86473364,1,test,6,42
